Asunto,Género,Edad,Rango-Edad,Escolaridad,Ocupación,Pertenencia étnica,Discapacidad,Orientación sexual,Identidad de género,Desplazado,Estado civil,Factor vulnerabilidad,Fecha del hecho,Mes,Día,Hora (MM:MM),Rango-hora,DEPARTAMENTO,Municipio,Barrio/vereda,Comuna/corregimiento,Zona del hecho,Circunstancia,Contexto hecho,Mecanismo múltiple,Objeto vulnerante,Presunto agresor
Sin dato,Femenino,31,31-35,Bachillerato,Trabajadores de los cuidados personales y afines,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,20/09/2018,septiembre,jueves,11:00:00,6:00 -11:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Femenino,34,31-35,Básica primaria,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,20/09/2018,septiembre,jueves,13:00:00,12:00- 17:59,HUILA,NEIVA,DIEGO DE OSPINA,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Compañero (a) de estudio
Sin dato,Femenino,38,36-40,Técnica/Tecnológica,Otros trabajadores empleados sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Casado (a),Sin dato,20/09/2018,septiembre,jueves,16:00:00,12:00- 17:59,HUILA,NEIVA,LA FLORESTA,Comuna 7,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,39,36-40,Básica primaria,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,20/09/2018,septiembre,jueves,16:20:00,12:00- 17:59,HUILA,NEIVA,LA FLORESTA,Comuna 7,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Otro,Otro
Sin dato,Femenino,40,36-40,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,20/09/2018,septiembre,jueves,17:45:00,12:00- 17:59,HUILA,NEIVA,VICTOR FELIX DIAZ,Comuna 10,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Compañero (a) de estudio
Sin dato,Masculino,47,46-50,Básica primaria,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,20/09/2018,septiembre,jueves,18:10:00,18:00 -23:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Compañero (a) de estudio
Sin dato,Masculino,53,51-55,Primaria sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,20/09/2018,septiembre,jueves,20:20:00,18:00 -23:59,HUILA,NEIVA,ALBERTO GALINDO,Comuna 9,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Policía
Sin dato,Masculino,56,56-60,Básica primaria,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,20/09/2018,septiembre,jueves,20:30:00,18:00 -23:59,HUILA,NEIVA,ALBERTO GALINDO,Comuna 9,Cabecera municipal,Retención Legal,Violencia interpersonal,Abrasivo,Otro,Policía
Sin dato,Masculino,31,31-35,Bachillerato sin terminar,"Mensajeros, porteadores y repartidores",Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,20/09/2018,septiembre,jueves,20:40:00,18:00 -23:59,HUILA,NEIVA,ALBERTO GALINDO,Comuna 9,Cabecera municipal,Retención Legal,Violencia interpersonal,Contundente,Alguna parte del cuerpo,No Identificado
Sin dato,Masculino,23,20-24,Bachillerato,Oficiales y operarios de la construcción,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Casado (a),Sin dato,20/09/2018,septiembre,jueves,21:15:00,18:00 -23:59,HUILA,NEIVA,ALBERTO GALINDO,Comuna 9,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Sin dato
Sin dato,Femenino,21,20-24,Bachillerato,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,21/09/2018,septiembre,viernes,10:00:00,6:00 -11:59,HUILA,NEIVA,NUEVA GRANADA,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Otro,Policía
Sin dato,Masculino,23,20-24,Bachillerato sin terminar,"Agricultores y trabajadores forestales, pecuarios y pesqueros",Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Separado (a),Sin dato,22/09/2018,septiembre,sábado,22:00:00,18:00 -23:59,HUILA,NEIVA,SIETE DE AGOSTO,Comuna 5,Cabecera municipal,Sin dato,Violencia interpersonal,Arma de Fuego,Arma de fuego,Sin dato
Sin dato,Masculino,30,25-30,Sin información,Mecánicos y ajustadores de máquinas y equipos,Sin dato,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,22/09/2018,septiembre,sábado,8:30:00,6:00 -11:59,HUILA,NEIVA,ENRIQUE OLAYA HERRERA,Comuna 10,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Vecino
Sin dato,Masculino,25,25-30,Bachillerato,Miembros de las Fuerzas Armadas y de Policía,Sin dato,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,22/09/2018,septiembre,sábado,19:00:00,18:00 -23:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Contundente,"Alguna parte del cuerpo
Otro",Otro
Sin dato,Femenino,17,15-17,Bachillerato,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,22/09/2018,septiembre,sábado,20:00:00,18:00 -23:59,HUILA,NEIVA,EL LIMONAR I HASTA VIII,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Otro,Conocido
Lesiones No Fatales,Femenino,14,10-14,Bachillerato sin terminar,ESTUDIANTE,Sin dato,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,22/09/2018,septiembre,sábado,20:30:00,18:00 -23:59,HUILA,NEIVA,ENRIQUE OLAYA HERRERA,Comuna 10,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Vecino
Lesiones,Masculino,8,05-09,Básica primaria,Estudiante,Sin dato,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,23/09/2018,septiembre,domingo,4:00:00,00:00 - 5:59,HUILA,NEIVA,OASIS,Comuna 6,Cabecera municipal,Sin dato,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Policía
Sin dato,Masculino,37,36-40,Básica primaria,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,23/09/2018,septiembre,domingo,12:00:00,12:00- 17:59,HUILA,NEIVA,PUERTAS DEL SOL,Comuna 6,Cabecera municipal,Retención Legal,Violencia interpersonal,Sin dato,,Policía
Sin dato,Femenino,39,36-40,Bachillerato,"Personal doméstico, aseadores, lavanderos, Planchadores y afines",Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,23/09/2018,septiembre,domingo,12:00:00,12:00- 17:59,HUILA,NEIVA,PUERTAS DEL SOL,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Delincuencia común
Sin dato,Femenino,64,>61,Bachillerato,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,23/09/2018,septiembre,domingo,19:00:00,18:00 -23:59,HUILA,NEIVA,LAS PALMAS,Comuna 10,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Vecino
Sin dato,Masculino,25,25-30,Bachillerato,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,23/09/2018,septiembre,domingo,20:30:00,18:00 -23:59,HUILA,NEIVA,GUILLERMO PLAZAS ALCID,Comuna 3,Cabecera municipal,Riña,Violencia interpersonal,Sin dato,Sin dato,Conocido
Sin dato,Femenino,30,25-30,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,24/09/2018,septiembre,lunes,2:00:00,00:00 - 5:59,HUILA,NEIVA,IPANEMA (E/C),Comuna 7,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Otro
Sin dato,Masculino,23,20-24,Básica primaria,Otras ocupaciones no clasificadas,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,24/09/2018,septiembre,lunes,17:00:00,12:00- 17:59,HUILA,NEIVA,SAN ANTONIO DE ANACONIA,Corregimiento Vegalarga,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Utensilios de cocina y de mesa,Conocido
Sin dato,Masculino,20,20-24,Técnica/Tecnológica,Otras ocupaciones no clasificadas,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,24/09/2018,septiembre,lunes,20:00:00,18:00 -23:59,HUILA,NEIVA,EL VERGEL,Comuna 5,Cabecera municipal,Ejercicio de actividades ilícitas,Violencia interpersonal,Contundente,Herramientas,Policía
Sin dato,Femenino,22,20-24,Bachillerato,Ninguna,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Separado (a),Sin dato,24/09/2018,septiembre,lunes,20:30:00,18:00 -23:59,HUILA,NEIVA,TERMINAL,Comuna 6,Cabecera municipal,Hurto,Violencia interpersonal,Contundente,Elementos de aseo,Otro
Sin dato,Masculino,39,36-40,Bachillerato,Pensionados / Jubilados,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,24/09/2018,septiembre,lunes,Sin dato,Sin dato,HUILA,NEIVA,ALBERTO GALINDO,Comuna 9,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Otro,Conocido
Sin dato,Masculino,18,18-19,Bachillerato sin terminar,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,25/09/2018,septiembre,martes,18:15:00,18:00 -23:59,HUILA,NEIVA,LAS MERCEDES,Comuna 1,Cabecera municipal,Atraco callejero o intento de,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",No Identificado
Lesiones,Masculino,27,25-30,Bachillerato sin terminar,Otros técnicos no especificados,Sin dato,Sin dato,Heterosexual,Sin dato,Sin dato,Viudo (a),Sin dato,25/09/2018,septiembre,martes,18:15:00,18:00 -23:59,HUILA,NEIVA,LAS MERCEDES,Comuna 1,Cabecera municipal,Hurto,Violencia interpersonal,Abrasivo,Otro,Conocido
Lesiones,Masculino,25,25-30,Básica primaria,Oficiales y operarios de la construcción,Sin dato,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,25/09/2018,septiembre,martes,8:00:00,6:00 -11:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Sin dato,,Sin dato
Sin dato,Masculino,32,31-35,Primaria sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,25/09/2018,septiembre,martes,9:10:00,6:00 -11:59,HUILA,NEIVA,LOS MARTIRES,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Otro,No Identificado
Sin dato,Masculino,35,31-35,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,25/09/2018,septiembre,martes,19:30:00,18:00 -23:59,HUILA,NEIVA,CARACOLI,Comuna 3,Cabecera municipal,Acción bandas Criminales,Violencia interpersonal,Contundente,Arma de fuego,Delincuencia común
Sin dato,Masculino,4,00-04,Educación preescolar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Separado (a),Sin dato,25/09/2018,septiembre,martes,19:30:00,18:00 -23:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Hurto,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Sin dato
Sin dato,Masculino,6,05-09,Primaria sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,25/09/2018,septiembre,martes,20:00:00,18:00 -23:59,HUILA,NEIVA,MINUTO DE DIOS,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,No Identificado
Sin dato,Masculino,26,25-30,Bachillerato sin terminar,Vendedores ambulantes,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,25/09/2018,septiembre,martes,Sin dato,Sin dato,HUILA,NEIVA,MINUTO DE DIOS,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Vecino
Sin dato,Masculino,28,25-30,Bachillerato sin terminar,Ninguna,Sin dato,Sin dato,Heterosexual,Sin dato,Sin dato,Casado (a),Sin dato,26/09/2018,septiembre,miércoles,3:30:00,00:00 - 5:59,HUILA,NEIVA,ARRAYANES,Comuna 8,Cabecera municipal,Atraco callejero o intento de,Violencia interpersonal,Punzante,Arma blanca,Sin dato
Sin dato,Femenino,33,31-35,Bachillerato sin terminar,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,26/09/2018,septiembre,miércoles,7:00:00,6:00 -11:59,HUILA,NEIVA,LAS PALMAS,Comuna 10,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Vecino
Sin dato,Masculino,36,36-40,Bachillerato sin terminar,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,27/09/2018,septiembre,jueves,16:00:00,12:00- 17:59,HUILA,NEIVA,ASENTAMIENTO PALMAS I I I,Comuna 10,Cabecera municipal,Retención Legal,Violencia interpersonal,Contundente,"Herramientas
Otro",Policía
Sin dato,Masculino,40,36-40,Primaria sin terminar,"Agricultores y trabajadores forestales, pecuarios y pesqueros",Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Casado (a),Sin dato,28/09/2018,septiembre,viernes,20:00:00,18:00 -23:59,HUILA,NEIVA,QUEBRADITAS,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Sin dato,Sin dato,Conocido
Sin dato,Femenino,40,36-40,Bachillerato,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,29/09/2018,septiembre,sábado,0:30:00,00:00 - 5:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Sin dato
Sin dato,Masculino,46,46-50,Primaria sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,29/09/2018,septiembre,sábado,1:00:00,00:00 - 5:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Sin dato
Sin dato,Masculino,51,51-55,Bachillerato,Ninguna,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Separado (a),Sin dato,29/09/2018,septiembre,sábado,16:00:00,12:00- 17:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Contundente,"Alguna parte del cuerpo
Otro",Conocido
Sin dato,Masculino,60,56-60,Bachillerato,Pensionados / Jubilados,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,29/09/2018,septiembre,sábado,19:00:00,18:00 -23:59,HUILA,NEIVA,EL JARDIN,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Vecino
Sin dato,Masculino,24,20-24,Técnica/Tecnológica,Técnicos en diseño y decoradores,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,29/09/2018,septiembre,sábado,21:50:00,18:00 -23:59,HUILA,NEIVA,EL JARDIN,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Sin dato
Sin dato,Masculino,20,20-24,Bachillerato,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,01/10/2018,octubre,lunes,Sin dato,12:00- 17:59,HUILA,NEIVA,LAS MERCEDES,Comuna 1,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Otro,Compañero de celda
Sin dato,Masculino,20,20-24,Bachillerato,"Agricultores y trabajadores forestales, pecuarios y pesqueros",Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,01/10/2018,octubre,lunes,Sin dato,12:00- 17:59,HUILA,NEIVA,VIRGILIO BARCO VARGAS,Comuna 9,Cabecera municipal,Retención Legal,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Policía
Sin dato,Masculino,26,25-30,Primaria sin terminar,"Agricultores y trabajadores forestales, pecuarios y pesqueros",Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,01/10/2018,octubre,lunes,Sin dato,00:00 - 5:59,HUILA,NEIVA,PALACIOS,Corregimiento Vegalarga,Rural disperso,Riña,Violencia interpersonal,Contundente,Otro,Vecino
Sin dato,Femenino,30,25-30,Bachillerato sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,01/10/2018,octubre,lunes,Sin dato,00:00 - 5:59,HUILA,NEIVA,CORREGIMIENTO VEGALARGA,Corregimiento Vegalarga,Cabecera municipal,Riña,Violencia interpersonal,Punzante,Arma blanca,Sin dato
Sin dato,Masculino,31,31-35,Bachillerato,Conductores de vehículos de motor,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,01/10/2018,octubre,lunes,Sin dato,18:00 -23:59,HUILA,NEIVA,FORTALECILLAS,Corregimiento Fortalecillas,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,34,31-35,Técnica/Tecnológica,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,01/10/2018,octubre,lunes,Sin dato,18:00 -23:59,HUILA,NEIVA,LOS GUADUALES,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Otro,Conocido
Sin dato,Masculino,35,31-35,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Casado (a),Sin dato,01/10/2018,octubre,lunes,Sin dato,12:00- 17:59,HUILA,NEIVA,VIRGILIO BARCO VARGAS,Comuna 9,Cabecera municipal,Retención Legal,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Bandas criminales
Sin dato,Masculino,35,31-35,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,01/10/2018,octubre,lunes,Sin dato,12:00- 17:59,HUILA,NEIVA,LA TRINIDAD,Comuna 2,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Vecino
Sin dato,Femenino,14,10-14,Bachillerato sin terminar,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,01/10/2018,octubre,lunes,Sin dato,12:00- 17:59,HUILA,NEIVA,GUALANDAY,Comuna 2,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,22,20-24,Bachillerato sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,02/10/2018,octubre,martes,Sin dato,6:00 -11:59,HUILA,NEIVA,SAN MARTIN,Comuna 7,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Otro
Sin dato,Femenino,35,31-35,Bachillerato,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,02/10/2018,octubre,martes,Sin dato,18:00 -23:59,HUILA,NEIVA,ASENTAMIENTO BAJO SAN MARTÍN,Comuna 7,Cabecera municipal,Retención Legal,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Policía
Sin dato,Femenino,24,20-24,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Sin dato,Sin dato,Sin dato,Unión libre,Sin dato,02/10/2018,octubre,martes,Sin dato,6:00 -11:59,HUILA,NEIVA,SAN MARTIN,Comuna 7,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Lesiones,Masculino,30,25-30,Bachillerato sin terminar,Otras ocupaciones no clasificadas,Sin dato,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,03/10/2018,octubre,miércoles,Sin dato,12:00- 17:59,HUILA,NEIVA,EL TRIANGULO,Comuna 1,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Conocido
Sin dato,Femenino,34,31-35,Bachillerato,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,03/10/2018,octubre,miércoles,Sin dato,18:00 -23:59,HUILA,NEIVA,LAS PALMAS,Comuna 10,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Vecino
Sin dato,Femenino,37,36-40,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,03/10/2018,octubre,miércoles,Sin dato,12:00- 17:59,HUILA,NEIVA,LAS PALMAS,Comuna 10,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Vecino
Sin dato,Masculino,21,20-24,Bachillerato sin terminar,Otras ocupaciones no clasificadas,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Separado (a),Sin dato,03/10/2018,octubre,miércoles,Sin dato,12:00- 17:59,HUILA,NEIVA,LA RIOJA,Comuna 10,Cabecera municipal,Hurto,Violencia interpersonal,Contundente,Herramientas,Delincuencia común
Sin dato,Masculino,25,25-30,Técnica/Tecnológica,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,04/10/2018,octubre,jueves,Sin dato,18:00 -23:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Policía
Sin dato,Masculino,25,25-30,Primaria sin terminar,Vendedores ambulantes,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,04/10/2018,octubre,jueves,Sin dato,18:00 -23:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Retención Legal,Violencia interpersonal,Abrasivo,Otro,Pandillas/Combos
